,uid,projection,filename
1405,940,Lateral,940_IM-2437-3001.dcm.png
1406,940,Volume,940_ct_synthetic.h5
1407,941,Frontal,941_IM-2438-1001.dcm.png
1408,941,Lateral,941_IM-2438-2001.dcm.png
1409,941,Volume,941_ct_synthetic.h5
1410,943,Frontal,943_IM-2439-5005.dcm.png
1411,943,Lateral,943_IM-2439-3003.dcm.png
1412,943,Volume,943_ct_synthetic.h5
1413,945,Frontal,945_IM-2440-1001.dcm.png
1414,945,Lateral,945_IM-2440-2001.dcm.png
1415,945,Volume,945_ct_synthetic.h5
1416,946,Frontal,946_IM-2441-1001.dcm.png
1417,946,Lateral,946_IM-2441-2001.dcm.png
1418,946,Volume,946_ct_synthetic.h5
1419,947,Frontal,947_IM-2442-2001.dcm.png
1420,947,Lateral,947_IM-2442-1001.dcm.png
1421,947,Volume,947_ct_synthetic.h5
1422,950,Frontal,950_IM-2446-1003002.dcm.png
1423,950,Lateral,950_IM-2446-1004003.dcm.png
1424,950,Volume,950_ct_synthetic.h5
1425,951,Frontal,951_IM-2447-1001.dcm.png
1426,951,Lateral,951_IM-2447-2001.dcm.png
1427,951,Volume,951_ct_synthetic.h5
1428,952,Frontal,952_IM-2447-2002.dcm.png
1429,952,Lateral,952_IM-2447-3003.dcm.png
1430,952,Volume,952_ct_synthetic.h5
1431,958,Frontal,958_IM-2449-1001.dcm.png
1432,958,Lateral,958_IM-2449-1002.dcm.png
1433,958,Volume,958_ct_synthetic.h5
1434,959,Frontal,959_IM-2449-2001.dcm.png
1435,959,Lateral,959_IM-2449-1001.dcm.png
1436,959,Volume,959_ct_synthetic.h5
1437,962,Frontal,962_IM-2453-1002001.dcm.png
1438,962,Lateral,962_IM-2453-1003002.dcm.png
1439,962,Volume,962_ct_synthetic.h5
1440,964,Frontal,964_IM-2454-1001.dcm.png
1441,964,Lateral,964_IM-2454-1002.dcm.png
1442,964,Volume,964_ct_synthetic.h5
1443,965,Frontal,965_IM-2455-1001.dcm.png
1444,965,Lateral,965_IM-2455-2001.dcm.png
1445,965,Volume,965_ct_synthetic.h5
1446,966,Frontal,966_IM-2456-1001.dcm.png
1447,966,Lateral,966_IM-2456-2001.dcm.png
1448,966,Volume,966_ct_synthetic.h5
1449,967,Frontal,967_IM-2457-2002.dcm.png
1450,967,Lateral,967_IM-2457-3003.dcm.png
1451,967,Volume,967_ct_synthetic.h5
1452,968,Frontal,968_IM-2458-1001.dcm.png
1453,968,Lateral,968_IM-2458-2001.dcm.png
1454,968,Volume,968_ct_synthetic.h5
1455,970,Frontal,970_IM-2460-2001.dcm.png
1456,970,Lateral,970_IM-2460-3001.dcm.png
1457,970,Volume,970_ct_synthetic.h5
1458,971,Frontal,971_IM-2461-2001.dcm.png
1459,971,Lateral,971_IM-2461-1001.dcm.png
1460,971,Volume,971_ct_synthetic.h5
1461,972,Frontal,972_IM-2461-1001-0001.dcm.png
1462,972,Lateral,972_IM-2461-1001-0002.dcm.png
1463,972,Volume,972_ct_synthetic.h5
1464,974,Frontal,974_IM-2463-1001.dcm.png
1465,974,Lateral,974_IM-2463-2001.dcm.png
1466,974,Volume,974_ct_synthetic.h5
1467,975,Frontal,975_IM-2464-1001.dcm.png
1468,975,Lateral,975_IM-2464-2001.dcm.png
1469,975,Volume,975_ct_synthetic.h5
1470,977,Frontal,977_IM-2465-1001.dcm.png
1471,977,Lateral,977_IM-2465-2001.dcm.png
1472,977,Volume,977_ct_synthetic.h5
1473,980,Frontal,980_IM-2468-1001.dcm.png
1474,980,Lateral,980_IM-2468-2001.dcm.png
1475,980,Volume,980_ct_synthetic.h5
1476,982,Frontal,982_IM-2470-1001.dcm.png
1477,982,Lateral,982_IM-2470-3003.dcm.png
1478,982,Volume,982_ct_synthetic.h5
1479,983,Frontal,983_IM-2471-1001.dcm.png
1480,983,Lateral,983_IM-2471-2001.dcm.png
1481,983,Volume,983_ct_synthetic.h5
1482,984,Frontal,984_IM-2471-1001.dcm.png
1483,984,Lateral,984_IM-2471-2001.dcm.png
1484,984,Volume,984_ct_synthetic.h5
1485,986,Frontal,986_IM-2473-2002.dcm.png
1486,986,Lateral,986_IM-2473-3003.dcm.png
1487,986,Volume,986_ct_synthetic.h5
1488,988,Frontal,988_IM-2474-1001.dcm.png
1489,988,Lateral,988_IM-2474-2001.dcm.png
1490,988,Volume,988_ct_synthetic.h5
1491,990,Frontal,990_IM-2476-1001.dcm.png
1492,990,Lateral,990_IM-2476-2001.dcm.png
1493,990,Volume,990_ct_synthetic.h5
1494,992,Frontal,992_IM-2477-0001-0002.dcm.png
1495,992,Lateral,992_IM-2477-0001-0001.dcm.png
1496,992,Volume,992_ct_synthetic.h5
1497,993,Frontal,993_IM-2478-1001.dcm.png
1498,993,Lateral,993_IM-2478-1002.dcm.png
1499,993,Volume,993_ct_synthetic.h5
1500,996,Frontal,996_IM-2479-1001.dcm.png
1501,996,Lateral,996_IM-2479-2001.dcm.png
1502,996,Volume,996_ct_synthetic.h5
1503,999,Frontal,999_IM-2480-1001.dcm.png
1504,999,Lateral,999_IM-2480-2001.dcm.png
1505,999,Volume,999_ct_synthetic.h5
1506,1000,Frontal,1000_IM-0003-1001.dcm.png
1507,1000,Lateral,1000_IM-0003-2001.dcm.png
1508,1000,Volume,1000_ct_synthetic.h5
1509,1005,Frontal,1005_IM-0006-1001.dcm.png
1510,1005,Lateral,1005_IM-0006-3003.dcm.png
1511,1005,Volume,1005_ct_synthetic.h5
1512,1006,Frontal,1006_IM-0007-1001.dcm.png
1513,1006,Lateral,1006_IM-0007-3003.dcm.png
1514,1006,Volume,1006_ct_synthetic.h5
1515,1008,Frontal,1008_IM-0009-4004.dcm.png
1516,1008,Lateral,1008_IM-0009-2001.dcm.png
1517,1008,Volume,1008_ct_synthetic.h5
1518,1009,Frontal,1009_IM-0010-1001.dcm.png
1519,1009,Lateral,1009_IM-0010-2001.dcm.png
1520,1009,Volume,1009_ct_synthetic.h5
1521,1010,Frontal,1010_IM-0012-1001.dcm.png
1522,1010,Lateral,1010_IM-0012-2001.dcm.png
1523,1010,Volume,1010_ct_synthetic.h5
1524,1011,Frontal,1011_IM-0013-1001.dcm.png
1525,1011,Lateral,1011_IM-0013-1002.dcm.png
1526,1011,Volume,1011_ct_synthetic.h5
1527,1016,Frontal,1016_IM-0013-1001.dcm.png
1528,1016,Lateral,1016_IM-0013-2001.dcm.png
1529,1016,Volume,1016_ct_synthetic.h5
1530,1017,Frontal,1017_IM-0013-1001.dcm.png
1531,1017,Lateral,1017_IM-0013-1002.dcm.png
1532,1017,Volume,1017_ct_synthetic.h5
1533,1021,Frontal,1021_IM-0017-1001-0001.dcm.png
1534,1021,Lateral,1021_IM-0017-1001-0002.dcm.png
1535,1021,Volume,1021_ct_synthetic.h5
1536,1022,Frontal,1022_IM-0017-2001.dcm.png
1537,1022,Lateral,1022_IM-0017-1001.dcm.png
1538,1022,Volume,1022_ct_synthetic.h5
1539,1028,Frontal,1028_IM-0022-1001.dcm.png
1540,1028,Lateral,1028_IM-0022-2001.dcm.png
1541,1028,Volume,1028_ct_synthetic.h5
1542,1033,Frontal,1033_IM-0027-4004.dcm.png
1543,1033,Lateral,1033_IM-0027-2001.dcm.png
1544,1033,Volume,1033_ct_synthetic.h5
1545,1037,Frontal,1037_IM-0029-1001.dcm.png
1546,1037,Lateral,1037_IM-0029-2001.dcm.png
1547,1037,Volume,1037_ct_synthetic.h5
1548,1038,Frontal,1038_IM-0029-1001.dcm.png
1549,1038,Lateral,1038_IM-0029-2001.dcm.png
1550,1038,Volume,1038_ct_synthetic.h5
1551,1042,Frontal,1042_IM-0034-1001.dcm.png
1552,1042,Lateral,1042_IM-0034-3001.dcm.png
1553,1042,Volume,1042_ct_synthetic.h5
1554,1043,Frontal,1043_IM-0035-0001-0002.dcm.png
1555,1043,Lateral,1043_IM-0035-0001-0001.dcm.png
1556,1043,Volume,1043_ct_synthetic.h5
1557,1044,Frontal,1044_IM-0036-1001.dcm.png
1558,1044,Lateral,1044_IM-0036-2001.dcm.png
1559,1044,Volume,1044_ct_synthetic.h5
1560,1046,Frontal,1046_IM-0036-1001.dcm.png
1561,1046,Lateral,1046_IM-0036-2001.dcm.png
1562,1046,Volume,1046_ct_synthetic.h5
1563,1047,Frontal,1047_IM-0036-2001.dcm.png
1564,1047,Lateral,1047_IM-0036-1001.dcm.png
1565,1047,Volume,1047_ct_synthetic.h5
1566,1049,Frontal,1049_IM-0036-1001.dcm.png
1567,1049,Lateral,1049_IM-0036-3001.dcm.png
1568,1049,Volume,1049_ct_synthetic.h5
1569,1051,Frontal,1051_IM-0039-5001.dcm.png
1570,1051,Lateral,1051_IM-0039-6001.dcm.png
1571,1051,Volume,1051_ct_synthetic.h5
1572,1052,Frontal,1052_IM-0040-1001.dcm.png
1573,1052,Lateral,1052_IM-0040-1002.dcm.png
1574,1052,Volume,1052_ct_synthetic.h5
1575,1053,Frontal,1053_IM-0040-1001.dcm.png
1576,1053,Lateral,1053_IM-0040-3003.dcm.png
1577,1053,Volume,1053_ct_synthetic.h5
1578,1055,Frontal,1055_IM-0040-1001.dcm.png
1579,1055,Lateral,1055_IM-0040-2001.dcm.png
1580,1055,Volume,1055_ct_synthetic.h5
1581,1056,Frontal,1056_IM-0040-1001.dcm.png
1582,1056,Lateral,1056_IM-0040-1003.dcm.png
1583,1056,Volume,1056_ct_synthetic.h5
1584,1057,Frontal,1057_IM-0041-1001.dcm.png
1585,1057,Lateral,1057_IM-0041-2001.dcm.png
1586,1057,Volume,1057_ct_synthetic.h5
1587,1058,Frontal,1058_IM-0041-1001.dcm.png
1588,1058,Lateral,1058_IM-0041-2001.dcm.png
1589,1058,Volume,1058_ct_synthetic.h5
1590,1063,Frontal,1063_IM-0044-84654001.dcm.png
1591,1063,Lateral,1063_IM-0044-84654002.dcm.png
1592,1063,Volume,1063_ct_synthetic.h5
1593,1066,Frontal,1066_IM-0047-1001.dcm.png
1594,1066,Lateral,1066_IM-0047-2001.dcm.png
1595,1066,Volume,1066_ct_synthetic.h5
1596,1067,Frontal,1067_IM-0048-1001.dcm.png
1597,1067,Lateral,1067_IM-0048-2001.dcm.png
1598,1067,Volume,1067_ct_synthetic.h5
1599,1072,Frontal,1072_IM-0052-1001-0002.dcm.png
1600,1072,Lateral,1072_IM-0052-1001-0001.dcm.png
1601,1072,Volume,1072_ct_synthetic.h5
1602,1073,Frontal,1073_IM-0053-1001.dcm.png
1603,1073,Lateral,1073_IM-0053-2001.dcm.png
1604,1073,Volume,1073_ct_synthetic.h5
1605,1075,Frontal,1075_IM-0054-1001.dcm.png
1606,1075,Lateral,1075_IM-0054-2001.dcm.png
1607,1075,Volume,1075_ct_synthetic.h5
1608,1076,Frontal,1076_IM-0054-1001.dcm.png
1609,1076,Lateral,1076_IM-0054-3001.dcm.png
1610,1076,Volume,1076_ct_synthetic.h5
1611,1078,Frontal,1078_IM-0055-1001.dcm.png
1612,1078,Lateral,1078_IM-0055-2001.dcm.png
1613,1078,Volume,1078_ct_synthetic.h5
1614,1079,Frontal,1079_IM-0056-1001.dcm.png
1615,1079,Lateral,1079_IM-0056-2001.dcm.png
1616,1079,Volume,1079_ct_synthetic.h5
1617,1083,Frontal,1083_IM-0058-1001.dcm.png
1618,1083,Lateral,1083_IM-0058-2001.dcm.png
1619,1083,Volume,1083_ct_synthetic.h5
1620,1084,Frontal,1084_IM-0058-1001.dcm.png
1621,1084,Lateral,1084_IM-0058-2001.dcm.png
1622,1084,Volume,1084_ct_synthetic.h5
1623,1085,Frontal,1085_IM-0059-1001.dcm.png
1624,1085,Lateral,1085_IM-0059-2001.dcm.png
1625,1085,Volume,1085_ct_synthetic.h5
1626,1088,Frontal,1088_IM-0061-1001.dcm.png
1627,1088,Lateral,1088_IM-0061-2001.dcm.png
1628,1088,Volume,1088_ct_synthetic.h5
1629,1090,Frontal,1090_IM-0062-1001.dcm.png
1630,1090,Lateral,1090_IM-0062-1002.dcm.png
1631,1090,Volume,1090_ct_synthetic.h5
1632,1091,Frontal,1091_IM-0062-1001.dcm.png
1633,1091,Lateral,1091_IM-0062-2001.dcm.png
1634,1091,Volume,1091_ct_synthetic.h5
1635,1093,Frontal,1093_IM-0064-1001.dcm.png
1636,1093,Lateral,1093_IM-0064-3003.dcm.png
1637,1093,Volume,1093_ct_synthetic.h5
1638,1094,Frontal,1094_IM-0065-1001.dcm.png
1639,1094,Lateral,1094_IM-0065-2001.dcm.png
1640,1094,Volume,1094_ct_synthetic.h5
1641,1099,Frontal,1099_IM-0067-1001.dcm.png
1642,1099,Lateral,1099_IM-0067-2001.dcm.png
1643,1099,Volume,1099_ct_synthetic.h5
1644,1100,Frontal,1100_IM-0068-1001.dcm.png
1645,1100,Lateral,1100_IM-0068-2001.dcm.png
1646,1100,Volume,1100_ct_synthetic.h5
1647,1102,Frontal,1102_IM-0069-12012.dcm.png
1648,1102,Lateral,1102_IM-0069-2001.dcm.png
1649,1102,Volume,1102_ct_synthetic.h5
1650,1105,Frontal,1105_IM-0072-1001-0001.dcm.png
1651,1105,Lateral,1105_IM-0072-1001-0002.dcm.png
1652,1105,Volume,1105_ct_synthetic.h5
1653,1109,Frontal,1109_IM-0076-1001.dcm.png
1654,1109,Lateral,1109_IM-0076-2001.dcm.png
1655,1109,Volume,1109_ct_synthetic.h5
1656,1112,Frontal,1112_IM-0078-1001.dcm.png
1657,1112,Lateral,1112_IM-0078-2001.dcm.png
1658,1112,Volume,1112_ct_synthetic.h5
1659,1113,Frontal,1113_IM-0078-1001.dcm.png
1660,1113,Lateral,1113_IM-0078-1002.dcm.png
1661,1113,Volume,1113_ct_synthetic.h5
1662,1114,Frontal,1114_IM-0079-1001.dcm.png
1663,1114,Lateral,1114_IM-0079-2001.dcm.png
1664,1114,Volume,1114_ct_synthetic.h5
1665,1117,Frontal,1117_IM-0079-1001.dcm.png
1666,1117,Lateral,1117_IM-0079-2001.dcm.png
1667,1117,Volume,1117_ct_synthetic.h5
1668,1118,Frontal,1118_IM-0079-1001.dcm.png
1669,1118,Lateral,1118_IM-0079-2001.dcm.png
1670,1118,Volume,1118_ct_synthetic.h5
1671,1119,Frontal,1119_IM-0080-1001.dcm.png
1672,1119,Lateral,1119_IM-0080-2001.dcm.png
1673,1119,Volume,1119_ct_synthetic.h5
1674,1122,Frontal,1122_IM-0080-1001-0001.dcm.png
1675,1122,Lateral,1122_IM-0080-2001.dcm.png
1676,1122,Volume,1122_ct_synthetic.h5
1677,1125,Frontal,1125_IM-0082-2001.dcm.png
1678,1125,Lateral,1125_IM-0082-1001.dcm.png
1679,1125,Volume,1125_ct_synthetic.h5
1680,1126,Frontal,1126_IM-0082-1001.dcm.png
1681,1126,Lateral,1126_IM-0082-2001.dcm.png
1682,1126,Volume,1126_ct_synthetic.h5
1683,1128,Frontal,1128_IM-0084-5001.dcm.png
1684,1128,Lateral,1128_IM-0084-6001.dcm.png
1685,1128,Volume,1128_ct_synthetic.h5
1686,1133,Frontal,1133_IM-0090-1001.dcm.png
1687,1133,Lateral,1133_IM-0090-1002.dcm.png
1688,1133,Volume,1133_ct_synthetic.h5
1689,1136,Frontal,1136_IM-0092-1001.dcm.png
1690,1136,Lateral,1136_IM-0092-2001.dcm.png
1691,1136,Volume,1136_ct_synthetic.h5
1692,1138,Frontal,1138_IM-0094-1001.dcm.png
1693,1138,Lateral,1138_IM-0094-2001.dcm.png
1694,1138,Volume,1138_ct_synthetic.h5
1695,1139,Frontal,1139_IM-0095-1001.dcm.png
1696,1139,Lateral,1139_IM-0095-2001.dcm.png
1697,1139,Volume,1139_ct_synthetic.h5
1698,1141,Frontal,1141_IM-0096-1001.dcm.png
1699,1141,Lateral,1141_IM-0096-1002.dcm.png
1700,1141,Volume,1141_ct_synthetic.h5
1701,1142,Frontal,1142_IM-0096-1001.dcm.png
1702,1142,Lateral,1142_IM-0096-2001.dcm.png
1703,1142,Volume,1142_ct_synthetic.h5
1704,1143,Frontal,1143_IM-0096-1001.dcm.png
1705,1143,Lateral,1143_IM-0096-2001.dcm.png
1706,1143,Volume,1143_ct_synthetic.h5
1707,1144,Frontal,1144_IM-0097-1001.dcm.png
1708,1144,Lateral,1144_IM-0097-2001.dcm.png
1709,1144,Volume,1144_ct_synthetic.h5
1710,1148,Frontal,1148_IM-0100-1001.dcm.png
1711,1148,Lateral,1148_IM-0100-2001.dcm.png
1712,1148,Volume,1148_ct_synthetic.h5
1713,1151,Frontal,1151_IM-0102-1001.dcm.png
1714,1151,Lateral,1151_IM-0102-2001.dcm.png
1715,1151,Volume,1151_ct_synthetic.h5
1716,1153,Frontal,1153_IM-0104-1001.dcm.png
1717,1153,Lateral,1153_IM-0104-2001.dcm.png
1718,1153,Volume,1153_ct_synthetic.h5
1719,1156,Frontal,1156_IM-0106-1001.dcm.png
1720,1156,Lateral,1156_IM-0106-2001.dcm.png
1721,1156,Volume,1156_ct_synthetic.h5
1722,1157,Frontal,1157_IM-0106-1001.dcm.png
1723,1157,Lateral,1157_IM-0106-2001.dcm.png
1724,1157,Volume,1157_ct_synthetic.h5
1725,1160,Frontal,1160_IM-0107-1001.dcm.png
1726,1160,Lateral,1160_IM-0107-1002.dcm.png
1727,1160,Volume,1160_ct_synthetic.h5
1728,1161,Frontal,1161_IM-0107-1001.dcm.png
1729,1161,Lateral,1161_IM-0107-2001.dcm.png
1730,1161,Volume,1161_ct_synthetic.h5
1731,1162,Frontal,1162_IM-0108-1001.dcm.png
1732,1162,Lateral,1162_IM-0108-2001.dcm.png
1733,1162,Volume,1162_ct_synthetic.h5
1734,1163,Frontal,1163_IM-0108-1001.dcm.png
1735,1163,Lateral,1163_IM-0108-2001.dcm.png
1736,1163,Volume,1163_ct_synthetic.h5
1737,1166,Frontal,1166_IM-0111-1001.dcm.png
1738,1166,Lateral,1166_IM-0111-2001.dcm.png
1739,1166,Volume,1166_ct_synthetic.h5
1740,1167,Frontal,1167_IM-0112-1001.dcm.png
1741,1167,Lateral,1167_IM-0112-2001.dcm.png
1742,1167,Volume,1167_ct_synthetic.h5
1743,1168,Frontal,1168_IM-0112-1001.dcm.png
1744,1168,Lateral,1168_IM-0112-1002.dcm.png
1745,1168,Volume,1168_ct_synthetic.h5
1746,1171,Frontal,1171_IM-0116-1001.dcm.png
1747,1171,Lateral,1171_IM-0116-1002.dcm.png
1748,1171,Volume,1171_ct_synthetic.h5
1749,1173,Frontal,1173_IM-0118-5001.dcm.png
1750,1173,Lateral,1173_IM-0118-1001.dcm.png
1751,1173,Volume,1173_ct_synthetic.h5
1752,1174,Frontal,1174_IM-0118-1001.dcm.png
1753,1174,Lateral,1174_IM-0118-2001.dcm.png
1754,1174,Volume,1174_ct_synthetic.h5
1755,1175,Frontal,1175_IM-0119-1001.dcm.png
1756,1175,Lateral,1175_IM-0119-2001.dcm.png
1757,1175,Volume,1175_ct_synthetic.h5
1758,1176,Frontal,1176_IM-0119-1001.dcm.png
1759,1176,Lateral,1176_IM-0119-2001.dcm.png
1760,1176,Volume,1176_ct_synthetic.h5
1761,1178,Frontal,1178_IM-0121-1001.dcm.png
1762,1178,Lateral,1178_IM-0121-1002.dcm.png
1763,1178,Volume,1178_ct_synthetic.h5
1764,1182,Frontal,1182_IM-0124-1001.dcm.png
1765,1182,Lateral,1182_IM-0124-2001.dcm.png
1766,1182,Volume,1182_ct_synthetic.h5
1767,1183,Frontal,1183_IM-0124-1001.dcm.png
1768,1183,Lateral,1183_IM-0124-2001.dcm.png
1769,1183,Volume,1183_ct_synthetic.h5
1770,1184,Frontal,1184_IM-0124-1001.dcm.png
1771,1184,Lateral,1184_IM-0124-2001.dcm.png
1772,1184,Volume,1184_ct_synthetic.h5
1773,1188,Frontal,1188_IM-0127-1001.dcm.png
1774,1188,Lateral,1188_IM-0127-2001.dcm.png
1775,1188,Volume,1188_ct_synthetic.h5
1776,1190,Frontal,1190_IM-0128-1001.dcm.png
1777,1190,Lateral,1190_IM-0128-1003.dcm.png
1778,1190,Volume,1190_ct_synthetic.h5
1779,1191,Frontal,1191_IM-0128-1001.dcm.png
1780,1191,Lateral,1191_IM-0128-2001.dcm.png
1781,1191,Volume,1191_ct_synthetic.h5
1782,1192,Frontal,1192_IM-0129-1001.dcm.png
1783,1192,Lateral,1192_IM-0129-2001.dcm.png
1784,1192,Volume,1192_ct_synthetic.h5
1785,1193,Frontal,1193_IM-0129-1001.dcm.png
1786,1193,Lateral,1193_IM-0129-2001.dcm.png
1787,1193,Volume,1193_ct_synthetic.h5
1788,1196,Frontal,1196_IM-0131-1001.dcm.png
1789,1196,Lateral,1196_IM-0131-2001.dcm.png
1790,1196,Volume,1196_ct_synthetic.h5
1791,1197,Frontal,1197_IM-0131-1001.dcm.png
1792,1197,Lateral,1197_IM-0131-1002.dcm.png
1793,1197,Volume,1197_ct_synthetic.h5
1794,1199,Frontal,1199_IM-0133-1001.dcm.png
1795,1199,Lateral,1199_IM-0133-1002.dcm.png
1796,1199,Volume,1199_ct_synthetic.h5
1797,1202,Frontal,1202_IM-0136-1001.dcm.png
1798,1202,Lateral,1202_IM-0136-2001.dcm.png
1799,1202,Volume,1202_ct_synthetic.h5
1800,1203,Frontal,1203_IM-0137-1001.dcm.png
1801,1203,Lateral,1203_IM-0137-2001.dcm.png
1802,1203,Volume,1203_ct_synthetic.h5
1803,1205,Frontal,1205_IM-0138-1001.dcm.png
1804,1205,Lateral,1205_IM-0138-1002.dcm.png
1805,1205,Volume,1205_ct_synthetic.h5
1806,1206,Frontal,1206_IM-0139-1001.dcm.png
1807,1206,Lateral,1206_IM-0139-3003.dcm.png
1808,1206,Volume,1206_ct_synthetic.h5
1809,1207,Frontal,1207_IM-0140-0001-0002.dcm.png
1810,1207,Lateral,1207_IM-0140-0001-0001.dcm.png
1811,1207,Volume,1207_ct_synthetic.h5
1812,1209,Frontal,1209_IM-0142-1001.dcm.png
1813,1209,Lateral,1209_IM-0142-1002.dcm.png
1814,1209,Volume,1209_ct_synthetic.h5
1815,1211,Frontal,1211_IM-0142-1001.dcm.png
1816,1211,Lateral,1211_IM-0142-1002.dcm.png
1817,1211,Volume,1211_ct_synthetic.h5
1818,1212,Frontal,1212_IM-0143-1001.dcm.png
1819,1212,Lateral,1212_IM-0143-2001.dcm.png
1820,1212,Volume,1212_ct_synthetic.h5
1821,1214,Frontal,1214_IM-0144-1001.dcm.png
1822,1214,Lateral,1214_IM-0144-2001.dcm.png
1823,1214,Volume,1214_ct_synthetic.h5
1824,1218,Frontal,1218_IM-0146-1001.dcm.png
1825,1218,Lateral,1218_IM-0146-2001.dcm.png
1826,1218,Volume,1218_ct_synthetic.h5
1827,1219,Frontal,1219_IM-0146-1001.dcm.png
1828,1219,Lateral,1219_IM-0146-2001.dcm.png
1829,1219,Volume,1219_ct_synthetic.h5
1830,1220,Frontal,1220_IM-0148-1001.dcm.png
1831,1220,Lateral,1220_IM-0148-2001.dcm.png
1832,1220,Volume,1220_ct_synthetic.h5
1833,1226,Frontal,1226_IM-0150-1001.dcm.png
1834,1226,Lateral,1226_IM-0150-1002.dcm.png
1835,1226,Volume,1226_ct_synthetic.h5
1836,1229,Frontal,1229_IM-0152-1001.dcm.png
1837,1229,Lateral,1229_IM-0152-2001.dcm.png
1838,1229,Volume,1229_ct_synthetic.h5
1839,1230,Frontal,1230_IM-0154-1001.dcm.png
1840,1230,Lateral,1230_IM-0154-0001.dcm.png
1841,1230,Volume,1230_ct_synthetic.h5
1842,1233,Frontal,1233_IM-0157-1001.dcm.png
1843,1233,Lateral,1233_IM-0157-2001.dcm.png
1844,1233,Volume,1233_ct_synthetic.h5
1845,1234,Frontal,1234_IM-0157-4004.dcm.png
1846,1234,Lateral,1234_IM-0157-1001.dcm.png
1847,1234,Volume,1234_ct_synthetic.h5
1848,1235,Frontal,1235_IM-0158-1001.dcm.png
1849,1235,Lateral,1235_IM-0158-2001.dcm.png
1850,1235,Volume,1235_ct_synthetic.h5
1851,1236,Frontal,1236_IM-0158-1001.dcm.png
1852,1236,Lateral,1236_IM-0158-2001.dcm.png
1853,1236,Volume,1236_ct_synthetic.h5
1854,1239,Frontal,1239_IM-0160-1001.dcm.png
1855,1239,Lateral,1239_IM-0160-2001.dcm.png
1856,1239,Volume,1239_ct_synthetic.h5
1857,1240,Frontal,1240_IM-0162-4001.dcm.png
1858,1240,Lateral,1240_IM-0162-2001.dcm.png
1859,1240,Volume,1240_ct_synthetic.h5
1860,1242,Frontal,1242_IM-0164-1001.dcm.png
1861,1242,Lateral,1242_IM-0164-2001.dcm.png
1862,1242,Volume,1242_ct_synthetic.h5
1863,1243,Frontal,1243_IM-0165-4004.dcm.png
1864,1243,Lateral,1243_IM-0165-1001.dcm.png
1865,1243,Volume,1243_ct_synthetic.h5
1866,1244,Frontal,1244_IM-0166-2001.dcm.png
1867,1244,Lateral,1244_IM-0166-1001.dcm.png
1868,1244,Volume,1244_ct_synthetic.h5
1869,1252,Frontal,1252_IM-0170-1001.dcm.png
1870,1252,Lateral,1252_IM-0170-1002.dcm.png
1871,1252,Volume,1252_ct_synthetic.h5
1872,1253,Frontal,1253_IM-0171-0001-0002.dcm.png
1873,1253,Lateral,1253_IM-0171-0001-0001.dcm.png
1874,1253,Volume,1253_ct_synthetic.h5
1875,1254,Frontal,1254_IM-0172-1001.dcm.png
1876,1254,Lateral,1254_IM-0172-2001.dcm.png
1877,1254,Volume,1254_ct_synthetic.h5
1878,1257,Frontal,1257_IM-0174-1001.dcm.png
1879,1257,Lateral,1257_IM-0174-2001.dcm.png
1880,1257,Volume,1257_ct_synthetic.h5
1881,1259,Frontal,1259_IM-0175-1001.dcm.png
1882,1259,Lateral,1259_IM-0175-2001.dcm.png
1883,1259,Volume,1259_ct_synthetic.h5
1884,1260,Frontal,1260_IM-0176-1001.dcm.png
1885,1260,Lateral,1260_IM-0176-2001.dcm.png
1886,1260,Volume,1260_ct_synthetic.h5
1887,1262,Frontal,1262_IM-0178-0001.dcm.png
1888,1262,Lateral,1262_IM-0178-1001.dcm.png
1889,1262,Volume,1262_ct_synthetic.h5
1890,1263,Frontal,1263_IM-0179-1001.dcm.png
1891,1263,Lateral,1263_IM-0179-3001.dcm.png
1892,1263,Volume,1263_ct_synthetic.h5
1893,1264,Frontal,1264_IM-0179-1001.dcm.png
1894,1264,Lateral,1264_IM-0179-2001.dcm.png
1895,1264,Volume,1264_ct_synthetic.h5
1896,1267,Frontal,1267_IM-0179-1001.dcm.png
1897,1267,Lateral,1267_IM-0179-1002.dcm.png
1898,1267,Volume,1267_ct_synthetic.h5
1899,1270,Frontal,1270_IM-0181-1001.dcm.png
1900,1270,Lateral,1270_IM-0181-2001.dcm.png
1901,1270,Volume,1270_ct_synthetic.h5
1902,1274,Frontal,1274_IM-0183-1001.dcm.png
1903,1274,Lateral,1274_IM-0183-2001.dcm.png
1904,1274,Volume,1274_ct_synthetic.h5
1905,1277,Frontal,1277_IM-0185-1001.dcm.png
1906,1277,Lateral,1277_IM-0185-2001.dcm.png
1907,1277,Volume,1277_ct_synthetic.h5
1908,1278,Frontal,1278_IM-0185-1001.dcm.png
1909,1278,Lateral,1278_IM-0185-1002.dcm.png
1910,1278,Volume,1278_ct_synthetic.h5
1911,1280,Frontal,1280_IM-0187-1001.dcm.png
1912,1280,Lateral,1280_IM-0187-3001.dcm.png
1913,1280,Volume,1280_ct_synthetic.h5
1914,1282,Frontal,1282_IM-0188-1001.dcm.png
1915,1282,Lateral,1282_IM-0188-2001.dcm.png
1916,1282,Volume,1282_ct_synthetic.h5
1917,1285,Frontal,1285_IM-0188-0001.dcm.png
1918,1285,Lateral,1285_IM-0188-1001.dcm.png
1919,1285,Volume,1285_ct_synthetic.h5
1920,1288,Frontal,1288_IM-0189-1001.dcm.png
1921,1288,Lateral,1288_IM-0189-2001.dcm.png
